Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Crystaltine
appliedenergistics2:facade:0, Cable Facade - Block of The Ultimate
appliedenergistics2:facade:0, Cable Facade - Block of Ender
appliedenergistics2:facade:0, Cable Facade - Block of Ender Stars
appliedenergistics2:facade:0, Cable Facade - Block of Enhanced Ender
appliedenergistics2:facade:0, Cable Facade - Black Iron Frame
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Tin Wall Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:facade:0, Cable Facade - Silicon Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dirt
appliedenergistics2:facade:0, Cable Facade - Moon Rock
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_1.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_2.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.asteroids_slab.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Wire
appliedenergistics2:facade:0, Cable Facade - tile.concealed_repeater_pow.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Repeater
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mars Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Block of Desh
appliedenergistics2:facade:0, Cable Facade - Mars Stone
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Decoration Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Venus Soft Rock
appliedenergistics2:facade:0, Cable Facade - Venus Hard Rock
appliedenergistics2:facade:0, Cable Facade - Venus Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick I
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick II
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Stone
appliedenergistics2:facade:0, Cable Facade - Mercury Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Tin Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Copper Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Ore
appliedenergistics2:facade:0, Cable Facade - Block of Mercury
appliedenergistics2:facade:0, Cable Facade - Mercury Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mercury Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Mercury Carbon Ore
appliedenergistics2:facade:0, Cable Facade - Block of Carbon
appliedenergistics2:facade:0, Cable Facade - Mercury Gravel
appliedenergistics2:facade:0, Cable Facade - Ceres Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Stone
appliedenergistics2:facade:0, Cable Facade - Ceres Iron Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Tin Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Copper Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Ceres Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Ceres Gravel
appliedenergistics2:facade:0, Cable Facade - Jupiter Surface Rock
appliedenergistics2:facade:0, Cable Facade - Jupiter Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Jupiter Stone
appliedenergistics2:facade:0, Cable Facade - Jupiter Iron Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Tin Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Copper Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Jupiter Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Jupiter Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Jupiter Red Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of Red Gem
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Jupiter Gravel
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Orange Sand
appliedenergistics2:facade:0, Cable Facade - Orange Sandstone
appliedenergistics2:facade:0, Cable Facade - Saturn Surface Rock
appliedenergistics2:facade:0, Cable Facade - Saturn Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Saturn Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Iron Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Tin Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Copper Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium
appliedenergistics2:facade:0, Cable Facade - Saturn Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Saturn Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Saturn Broken Infected Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Infected Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Slime Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Gravel
appliedenergistics2:facade:0, Cable Facade - Uranus Surface Rock
appliedenergistics2:facade:0, Cable Facade - Uranus Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Uranus Stone
appliedenergistics2:facade:0, Cable Facade - Uranus Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Block of Crystal
appliedenergistics2:facade:0, Cable Facade - Uranus Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Uranus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Uranus White Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of White Gem
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Neptune Surface Rock
appliedenergistics2:facade:0, Cable Facade - Neptune Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Neptune Stone
appliedenergistics2:facade:0, Cable Facade - Neptune Iron Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Tin Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Copper Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Neptune Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Neptune Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Neptune Blue Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of Blue Gem
appliedenergistics2:facade:0, Cable Facade - Frozen Nitrogen
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Stone
appliedenergistics2:facade:0, Cable Facade - Pluto Iron Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tin Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Pluto Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Pluto Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Pluto Gravel
appliedenergistics2:facade:0, Cable Facade - Eris Surface Rock
appliedenergistics2:facade:0, Cable Facade - Eris Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Eris Stone
appliedenergistics2:facade:0, Cable Facade - Eris Iron Ore
appliedenergistics2:facade:0, Cable Facade - Eris Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eris Copper Ore
appliedenergistics2:facade:0, Cable Facade - Eris Dark Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Dark Iron
appliedenergistics2:facade:0, Cable Facade - Eris Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Eris Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Eris Gravel
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Dirt
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Stone
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Iron Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Tin Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Copper Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Dense Coal Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Cobblestone
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Infected Grass
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Europa Surface Rock
appliedenergistics2:facade:0, Cable Facade - Europa Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Europa Stone
appliedenergistics2:facade:0, Cable Facade - Europa Iron Ore
appliedenergistics2:facade:0, Cable Facade - Europa Tin Ore
appliedenergistics2:facade:0, Cable Facade - Europa Copper Ore
appliedenergistics2:facade:0, Cable Facade - Europa Gravel
appliedenergistics2:facade:0, Cable Facade - Io Surface Rock
appliedenergistics2:facade:0, Cable Facade - Io Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Io Stone
appliedenergistics2:facade:0, Cable Facade - Io Iron Ore
appliedenergistics2:facade:0, Cable Facade - Io Tin Ore
appliedenergistics2:facade:0, Cable Facade - Io Copper Ore
appliedenergistics2:facade:0, Cable Facade - Io Gravel
appliedenergistics2:facade:0, Cable Facade - Deimos Surface Rock
appliedenergistics2:facade:0, Cable Facade - Deimos Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Deimos Stone
appliedenergistics2:facade:0, Cable Facade - Deimos Iron Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Tin Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Copper Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Gravel
appliedenergistics2:facade:0, Cable Facade - Phobos Surface Rock
appliedenergistics2:facade:0, Cable Facade - Phobos Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Phobos Stone
appliedenergistics2:facade:0, Cable Facade - Phobos Iron Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Tin Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Copper Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Gravel
appliedenergistics2:facade:0, Cable Facade - Triton Surface Rock
appliedenergistics2:facade:0, Cable Facade - Triton Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Triton Stone
appliedenergistics2:facade:0, Cable Facade - Triton Iron Ore
appliedenergistics2:facade:0, Cable Facade - Triton Tin Ore
appliedenergistics2:facade:0, Cable Facade - Triton Copper Ore
appliedenergistics2:facade:0, Cable Facade - Triton Gravel
appliedenergistics2:facade:0, Cable Facade - Callisto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Callisto Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Callisto Stone
appliedenergistics2:facade:0, Cable Facade - Callisto Iron Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Tin Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Copper Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Dried Oil
appliedenergistics2:facade:0, Cable Facade - Callisto Shale Oil
appliedenergistics2:facade:0, Cable Facade - Callisto Gravel
appliedenergistics2:facade:0, Cable Facade - Ganymede Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ganymede Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ganymede Stone
appliedenergistics2:facade:0, Cable Facade - Ganymede Iron Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Tin Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Copper Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Gravel
appliedenergistics2:facade:0, Cable Facade - Rhea Surface Rock
appliedenergistics2:facade:0, Cable Facade - Rhea Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Rhea Stone
appliedenergistics2:facade:0, Cable Facade - Rhea Iron Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Copper Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Gravel
appliedenergistics2:facade:0, Cable Facade - Titan Surface Rock
appliedenergistics2:facade:0, Cable Facade - Titan Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Titan Stone
appliedenergistics2:facade:0, Cable Facade - Titan Iron Ore
appliedenergistics2:facade:0, Cable Facade - Titan Tin Ore
appliedenergistics2:facade:0, Cable Facade - Titan Copper Ore
appliedenergistics2:facade:0, Cable Facade - Titan Methane Surface
appliedenergistics2:facade:0, Cable Facade - Titan Methane Sub-Surface
appliedenergistics2:facade:0, Cable Facade - Titan Rocks
appliedenergistics2:facade:0, Cable Facade - Titan Gravel
appliedenergistics2:facade:0, Cable Facade - Oberon Surface Rock
appliedenergistics2:facade:0, Cable Facade - Oberon Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Oberon Stone
appliedenergistics2:facade:0, Cable Facade - Oberon Iron Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Tin Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Copper Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Gravel
appliedenergistics2:facade:0, Cable Facade - Titania Surface Rock
appliedenergistics2:facade:0, Cable Facade - Titania Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Titania Stone
appliedenergistics2:facade:0, Cable Facade - Titania Iron Ore
appliedenergistics2:facade:0, Cable Facade - Titania Tin Ore
appliedenergistics2:facade:0, Cable Facade - Titania Copper Ore
appliedenergistics2:facade:0, Cable Facade - Titania Gravel
appliedenergistics2:facade:0, Cable Facade - Iapetus Surface Rock
appliedenergistics2:facade:0, Cable Facade - Iapetus Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Iapetus Stone
appliedenergistics2:facade:0, Cable Facade - Iapetus Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Tin Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Copper Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Ice
appliedenergistics2:facade:0, Cable Facade - Iapetus Gravel
appliedenergistics2:facade:0, Cable Facade - Fossil Block
appliedenergistics2:facade:0, Cable Facade - Nuclear Bomb
appliedenergistics2:facade:0, Cable Facade - Fire Bomb
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Potash
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Ice Bricks
appliedenergistics2:facade:0, Cable Facade - Fire Bricks
appliedenergistics2:facade:0, Cable Facade - Black/White Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Marble Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Marble Broken Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Metal Mesh Floor
appliedenergistics2:facade:0, Cable Facade - Frozen Nitrogen Bricks
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Carbon Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Carbon Broken Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Magnesium Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Magnesium Broken Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Ash Bricks
appliedenergistics2:facade:0, Cable Facade - White Block
appliedenergistics2:facade:0, Cable Facade - Red Block
appliedenergistics2:facade:0, Cable Facade - Blue Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Block
appliedenergistics2:facade:0, Cable Facade - Yellow Block
appliedenergistics2:facade:0, Cable Facade - Green Block
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane
appliedenergistics2:facade:0, Cable Facade - Magenta Candy Cane
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:facade:0, Cable Facade - Lime Candy Cane
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane
appliedenergistics2:facade:0, Cable Facade - Brown Candy Cane
appliedenergistics2:facade:0, Cable Facade - Black Candy Cane
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Magenta Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Lime Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Brown Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Black Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Cake Block
appliedenergistics2:facade:0, Cable Facade - Red Velvet Cake Block
appliedenergistics2:facade:0, Cable Facade - Chocolate Cake Block
appliedenergistics2:facade:0, Cable Facade - White Icing with Red Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Green Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Pink Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Orange Dots
appliedenergistics2:facade:0, Cable Facade - Cookie Rocks
appliedenergistics2:facade:0, Cable Facade - Diamond Grit
appliedenergistics2:facade:0, Cable Facade - Gold Grit
appliedenergistics2:facade:0, Cable Facade - Coal Grit
appliedenergistics2:facade:0, Cable Facade - Iron Grit
appliedenergistics2:facade:0, Cable Facade - Emerald Grit
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Flux Block
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
